         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	si_Chamosite(Daphnite)	si_Pyrrhotite	   si_Pyrite	si_Quartz(alpha)	si_Kaolinite	  si_Calcite	 si_Siderite	   k_Calcite	  dk_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	  2.7036e+06	         751	     6.75484	    -2.93875	    0.021034	 1.40588e-10	 1.26193e-08	  6.2579e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3408e-04	  7.6408e-02	  5.8914e-06	  2.4963e-02	  3.1516e-03	  3.1516e-03	     -0.1931	     -0.0000	      7.8421	     -0.5424	      1.1657	      0.0000	      0.3964	  1.0157e-01	  1.5733e-03	  1.0000e+00	 -2.9728e-06	  1.0005e-01	  4.7726e-05	  9.9952e-02	 -4.7737e-05	  9.6953e-02	 -3.0470e-03	  2.7036e+06	
           1	  2.7072e+06	         752	     6.75486	    -2.93874	   0.0210338	 1.39816e-10	   1.255e-08	  6.2577e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3415e-04	  7.6408e-02	  5.8880e-06	  2.4963e-02	  3.1516e-03	  3.1516e-03	     -0.1931	      0.0000	      7.8419	     -0.5420	      1.1639	      0.0000	      0.3966	  1.0157e-01	  1.5735e-03	  1.0000e+00	 -2.9759e-06	  1.0005e-01	  4.7779e-05	  9.9952e-02	 -4.7790e-05	  9.6953e-02	 -3.0468e-03	  2.7072e+06	
           1	  2.7108e+06	         753	     6.75486	    -2.93874	   0.0210337	 1.42572e-10	 1.27974e-08	  6.2577e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3414e-04	  7.6408e-02	  5.8884e-06	  2.4963e-02	  3.1516e-03	  3.1516e-03	     -0.2367	      0.0000	      7.8419	     -0.5418	      1.1203	      0.0000	      0.3966	  1.0157e-01	  1.5735e-03	  1.0000e+00	 -2.9794e-06	  1.0005e-01	  4.7794e-05	  9.9952e-02	 -4.7804e-05	  9.6953e-02	 -3.0467e-03	  2.7108e+06	
           1	  2.7144e+06	         754	     6.75487	    -2.93874	   0.0210337	 1.40747e-10	 1.26336e-08	  6.2576e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3417e-04	  7.6408e-02	  5.8870e-06	  2.4962e-02	  3.1516e-03	  3.1516e-03	     -0.1915	      0.0000	      7.8418	     -0.5416	      1.1647	      0.0000	      0.3967	  1.0157e-01	  1.5736e-03	  1.0000e+00	 -2.9830e-06	  1.0005e-01	  4.7818e-05	  9.9952e-02	 -4.7829e-05	  9.6953e-02	 -3.0466e-03	  2.7144e+06	
           1	   2.718e+06	         755	     6.75488	    -2.93873	   0.0210335	 1.41215e-10	 1.26755e-08	  6.2575e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3424e-04	  7.6408e-02	  5.8836e-06	  2.4962e-02	  3.1516e-03	  3.1516e-03	     -0.2271	      0.0000	      7.8416	     -0.5411	      1.1274	      0.0000	      0.3969	  1.0157e-01	  1.5737e-03	  1.0000e+00	 -2.9860e-06	  1.0005e-01	  4.7874e-05	  9.9952e-02	 -4.7884e-05	  9.6954e-02	 -3.0464e-03	  2.7180e+06	
           1	  2.7216e+06	         756	     6.75488	    -2.93874	   0.0210335	 1.43356e-10	 1.28678e-08	  6.2575e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3421e-04	  7.6408e-02	  5.8849e-06	  2.4962e-02	  3.1516e-03	  3.1516e-03	     -0.1920	     -0.0000	      7.8417	     -0.5410	      1.1629	      0.0000	      0.3968	  1.0157e-01	  1.5737e-03	  1.0000e+00	 -2.9898e-06	  1.0005e-01	  4.7873e-05	  9.9952e-02	 -4.7884e-05	  9.6954e-02	 -3.0464e-03	  2.7216e+06	
           1	  2.7252e+06	         757	     6.75489	    -2.93873	   0.0210334	 1.40794e-10	 1.26378e-08	  6.2574e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3426e-04	  7.6408e-02	  5.8826e-06	  2.4962e-02	  3.1516e-03	  3.1516e-03	     -0.1923	      0.0000	      7.8415	     -0.5407	      1.1614	      0.0000	      0.3970	  1.0157e-01	  1.5738e-03	  1.0000e+00	 -2.9932e-06	  1.0005e-01	  4.7908e-05	  9.9952e-02	 -4.7919e-05	  9.6954e-02	 -3.0462e-03	  2.7252e+06	
           1	  2.7288e+06	         758	      6.7549	    -2.93872	   0.0210332	 1.43074e-10	 1.28424e-08	  6.2572e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3433e-04	  7.6408e-02	  5.8792e-06	  2.4961e-02	  3.1516e-03	  3.1516e-03	     -0.1916	     -0.0000	      7.8413	     -0.5402	      1.1603	      0.0000	      0.3972	  1.0157e-01	  1.5740e-03	  1.0000e+00	 -2.9963e-06	  1.0005e-01	  4.7962e-05	  9.9952e-02	 -4.7973e-05	  9.6954e-02	 -3.0460e-03	  2.7288e+06	
           1	  2.7324e+06	         759	     6.75491	    -2.93871	   0.0210331	  1.4058e-10	 1.26186e-08	  6.2572e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3435e-04	  7.6408e-02	  5.8781e-06	  2.4961e-02	  3.1516e-03	  3.1516e-03	     -0.1907	      0.0000	      7.8413	     -0.5399	      1.1605	      0.0000	      0.3973	  1.0157e-01	  1.5741e-03	  1.0000e+00	 -2.9996e-06	  1.0005e-01	  4.7991e-05	  9.9952e-02	 -4.8002e-05	  9.6954e-02	 -3.0459e-03	  2.7324e+06	
           1	   2.736e+06	         760	     6.75492	    -2.93871	    0.021033	 1.40514e-10	 1.26126e-08	  6.2571e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3437e-04	  7.6408e-02	  5.8773e-06	  2.4961e-02	  3.1516e-03	  3.1516e-03	     -0.1895	      0.0000	      7.8412	     -0.5397	      1.1612	      0.0000	      0.3974	  1.0157e-01	  1.5741e-03	  1.0000e+00	 -3.0032e-06	  1.0005e-01	  4.8014e-05	  9.9952e-02	 -4.8024e-05	  9.6954e-02	 -3.0458e-03	  2.7360e+06	
           1	  2.7396e+06	         761	     6.75493	    -2.93871	   0.0210329	 1.42607e-10	 1.28005e-08	  6.2570e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3440e-04	  7.6408e-02	  5.8757e-06	  2.4961e-02	  3.1516e-03	  3.1516e-03	     -0.2221	      0.0000	      7.8411	     -0.5394	      1.1277	      0.0000	      0.3975	  1.0157e-01	  1.5742e-03	  1.0000e+00	 -3.0065e-06	  1.0005e-01	  4.8047e-05	  9.9952e-02	 -4.8057e-05	  9.6954e-02	 -3.0457e-03	  2.7396e+06	
           1	  2.7432e+06	         762	     6.75492	    -2.93872	   0.0210329	 1.39653e-10	 1.25353e-08	  6.2571e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3436e-04	  7.6408e-02	  5.8774e-06	  2.4961e-02	  3.1516e-03	  3.1516e-03	     -0.2340	      0.0000	      7.8412	     -0.5395	      1.1164	      0.0000	      0.3974	  1.0157e-01	  1.5742e-03	  1.0000e+00	 -3.0106e-06	  1.0005e-01	  4.8036e-05	  9.9952e-02	 -4.8046e-05	  9.6954e-02	 -3.0457e-03	  2.7432e+06	
           1	  2.7468e+06	         763	     6.75494	     -2.9387	   0.0210327	 1.40704e-10	 1.26297e-08	  6.2569e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3444e-04	  7.6408e-02	  5.8737e-06	  2.4961e-02	  3.1516e-03	  3.1516e-03	     -0.1907	      0.0000	      7.8410	     -0.5389	      1.1579	      0.0000	      0.3976	  1.0157e-01	  1.5743e-03	  1.0000e+00	 -3.0135e-06	  1.0005e-01	  4.8096e-05	  9.9952e-02	 -4.8107e-05	  9.6955e-02	 -3.0455e-03	  2.7468e+06	
           1	  2.7504e+06	         764	     6.75495	    -2.93869	   0.0210325	 1.40001e-10	 1.25665e-08	  6.2567e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3451e-04	  7.6408e-02	  5.8703e-06	  2.4960e-02	  3.1516e-03	  3.1516e-03	     -0.1885	      0.0000	      7.8408	     -0.5384	      1.1583	      0.0000	      0.3979	  1.0157e-01	  1.5745e-03	  1.0000e+00	 -3.0165e-06	  1.0005e-01	  4.8152e-05	  9.9952e-02	 -4.8162e-05	  9.6955e-02	 -3.0453e-03	  2.7504e+06	
           1	   2.754e+06	         765	     6.75496	    -2.93869	   0.0210325	 1.42723e-10	  1.2811e-08	  6.2567e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3451e-04	  7.6408e-02	  5.8703e-06	  2.4960e-02	  3.1516e-03	  3.1516e-03	     -0.1901	     -0.0000	      7.8408	     -0.5383	      1.1566	      0.0000	      0.3979	  1.0157e-01	  1.5745e-03	  1.0000e+00	 -3.0202e-06	  1.0005e-01	  4.8162e-05	  9.9952e-02	 -4.8173e-05	  9.6955e-02	 -3.0452e-03	  2.7540e+06	
           1	  2.7576e+06	         766	     6.75496	     -2.9387	   0.0210324	 1.41196e-10	 1.26738e-08	  6.2567e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3451e-04	  7.6408e-02	  5.8702e-06	  2.4960e-02	  3.1516e-03	  3.1516e-03	     -0.2350	     -0.0000	      7.8408	     -0.5381	      1.1114	      0.0000	      0.3979	  1.0157e-01	  1.5746e-03	  1.0000e+00	 -3.0238e-06	  1.0005e-01	  4.8181e-05	  9.9952e-02	 -4.8191e-05	  9.6955e-02	 -3.0451e-03	  2.7576e+06	
           1	  2.7612e+06	         767	     6.75496	    -2.93871	   0.0210324	 1.41107e-10	 1.26658e-08	  6.2567e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3447e-04	  7.6408e-02	  5.8722e-06	  2.4960e-02	  3.1516e-03	  3.1516e-03	     -0.2331	      0.0000	      7.8409	     -0.5382	      1.1141	      0.0000	      0.3977	  1.0157e-01	  1.5745e-03	  1.0000e+00	 -3.0278e-06	  1.0005e-01	  4.8168e-05	  9.9952e-02	 -4.8178e-05	  9.6955e-02	 -3.0452e-03	  2.7612e+06	
           1	  2.7648e+06	         768	     6.75498	    -2.93868	   0.0210321	 1.42048e-10	 1.27503e-08	  6.2564e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3460e-04	  7.6408e-02	  5.8659e-06	  2.4960e-02	  3.1516e-03	  3.1516e-03	     -0.1889	     -0.0000	      7.8405	     -0.5374	      1.1552	      0.0000	      0.3982	  1.0157e-01	  1.5748e-03	  1.0000e+00	 -3.0303e-06	  1.0005e-01	  4.8257e-05	  9.9952e-02	 -4.8268e-05	  9.6955e-02	 -3.0448e-03	  2.7648e+06	
           1	  2.7684e+06	         769	     6.75499	    -2.93868	    0.021032	 1.41877e-10	  1.2735e-08	  6.2563e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3464e-04	  7.6408e-02	  5.8641e-06	  2.4959e-02	  3.1516e-03	  3.1516e-03	     -0.1879	      0.0000	      7.8404	     -0.5371	      1.1552	      0.0000	      0.3983	  1.0157e-01	  1.5749e-03	  1.0000e+00	 -3.0336e-06	  1.0005e-01	  4.8293e-05	  9.9952e-02	 -4.8303e-05	  9.6955e-02	 -3.0447e-03	  2.7684e+06	
           1	   2.772e+06	         770	     6.75499	    -2.93869	    0.021032	 1.43922e-10	 1.29186e-08	  6.2564e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3462e-04	  7.6408e-02	  5.8651e-06	  2.4959e-02	  3.1516e-03	  3.1516e-03	     -0.1880	      0.0000	      7.8405	     -0.5371	      1.1553	      0.0000	      0.3982	  1.0157e-01	  1.5749e-03	  1.0000e+00	 -3.0375e-06	  1.0005e-01	  4.8292e-05	  9.9952e-02	 -4.8303e-05	  9.6955e-02	 -3.0447e-03	  2.7720e+06	
           1	  2.7756e+06	         771	     6.75501	    -2.93867	   0.0210317	   1.414e-10	 1.26921e-08	  6.2562e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3469e-04	  7.6408e-02	  5.8613e-06	  2.4959e-02	  3.1516e-03	  3.1516e-03	     -0.1889	      0.0000	      7.8403	     -0.5364	      1.1524	      0.0000	      0.3985	  1.0158e-01	  1.5751e-03	  1.0000e+00	 -3.0401e-06	  1.0005e-01	  4.8366e-05	  9.9952e-02	 -4.8376e-05	  9.6956e-02	 -3.0444e-03	  2.7756e+06	
           1	  2.7792e+06	         772	     6.75501	    -2.93867	   0.0210317	 1.40586e-10	 1.26191e-08	  6.2561e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3471e-04	  7.6408e-02	  5.8603e-06	  2.4959e-02	  3.1516e-03	  3.1516e-03	     -0.1887	     -0.0000	      7.8402	     -0.5362	      1.1520	      0.0000	      0.3985	  1.0158e-01	  1.5751e-03	  1.0000e+00	 -3.0437e-06	  1.0005e-01	  4.8385e-05	  9.9952e-02	 -4.8396e-05	  9.6956e-02	 -3.0443e-03	  2.7792e+06	
           1	  2.7828e+06	         773	     6.75502	    -2.93868	   0.0210316	 1.39708e-10	 1.25403e-08	  6.2561e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3471e-04	  7.6408e-02	  5.8606e-06	  2.4959e-02	  3.1516e-03	  3.1516e-03	     -0.1874	      0.0000	      7.8402	     -0.5361	      1.1533	      0.0000	      0.3985	  1.0158e-01	  1.5751e-03	  1.0000e+00	 -3.0473e-06	  1.0005e-01	  4.8398e-05	  9.9952e-02	 -4.8408e-05	  9.6956e-02	 -3.0443e-03	  2.7828e+06	
           1	  2.7864e+06	         774	     6.75502	    -2.93867	   0.0210316	 1.42334e-10	  1.2776e-08	  6.2560e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3473e-04	  7.6408e-02	  5.8593e-06	  2.4958e-02	  3.1516e-03	  3.1516e-03	     -0.1885	      0.0000	      7.8401	     -0.5359	      1.1514	      0.0000	      0.3986	  1.0158e-01	  1.5752e-03	  1.0000e+00	 -3.0510e-06	  1.0005e-01	  4.8419e-05	  9.9952e-02	 -4.8430e-05	  9.6956e-02	 -3.0442e-03	  2.7864e+06	
           1	    2.79e+06	         775	     6.75503	    -2.93867	   0.0210314	 1.40196e-10	 1.25842e-08	  6.2559e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3476e-04	  7.6408e-02	  5.8580e-06	  2.4958e-02	  3.1516e-03	  3.1516e-03	     -0.1881	     -0.0000	      7.8401	     -0.5356	      1.1511	      0.0000	      0.3987	  1.0158e-01	  1.5753e-03	  1.0000e+00	 -3.0543e-06	  1.0005e-01	  4.8450e-05	  9.9952e-02	 -4.8460e-05	  9.6956e-02	 -3.0440e-03	  2.7900e+06	
           1	  2.7936e+06	         776	     6.75505	    -2.93865	   0.0210312	 1.41681e-10	 1.27174e-08	  6.2557e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3484e-04	  7.6408e-02	  5.8542e-06	  2.4958e-02	  3.1516e-03	  3.1516e-03	     -0.2419	      0.0000	      7.8398	     -0.5350	      1.0952	      0.0000	      0.3990	  1.0158e-01	  1.5755e-03	  1.0000e+00	 -3.0571e-06	  1.0005e-01	  4.8518e-05	  9.9951e-02	 -4.8528e-05	  9.6956e-02	 -3.0438e-03	  2.7936e+06	
           1	  2.7972e+06	         777	     6.75505	    -2.93866	   0.0210312	 1.39387e-10	 1.25115e-08	  6.2557e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3484e-04	  7.6408e-02	  5.8541e-06	  2.4958e-02	  3.1516e-03	  3.1516e-03	     -0.1876	      0.0000	      7.8398	     -0.5349	      1.1493	      0.0000	      0.3990	  1.0158e-01	  1.5755e-03	  1.0000e+00	 -3.0607e-06	  1.0005e-01	  4.8530e-05	  9.9951e-02	 -4.8540e-05	  9.6956e-02	 -3.0437e-03	  2.7972e+06	
           1	  2.8008e+06	         778	     6.75504	    -2.93868	   0.0210313	  1.3959e-10	 1.25297e-08	  6.2558e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3476e-04	  7.6408e-02	  5.8577e-06	  2.4958e-02	  3.1516e-03	  3.1516e-03	     -0.1876	      0.0000	      7.8400	     -0.5352	      1.1509	      0.0000	      0.3987	  1.0158e-01	  1.5754e-03	  1.0000e+00	 -3.0652e-06	  1.0005e-01	  4.8492e-05	  9.9951e-02	 -4.8503e-05	  9.6956e-02	 -3.0438e-03	  2.8008e+06	
           1	  2.8044e+06	         779	     6.75507	    -2.93865	   0.0210309	 1.40251e-10	  1.2589e-08	  6.2555e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3491e-04	  7.6408e-02	  5.8508e-06	  2.4957e-02	  3.1517e-03	  3.1517e-03	     -0.1872	      0.0000	      7.8396	     -0.5342	      1.1479	      0.0000	      0.3992	  1.0158e-01	  1.5757e-03	  1.0000e+00	 -3.0674e-06	  1.0005e-01	  4.8600e-05	  9.9951e-02	 -4.8610e-05	  9.6957e-02	 -3.0435e-03	  2.8044e+06	
           1	   2.808e+06	         780	     6.75508	    -2.93864	   0.0210308	 1.46711e-10	 1.31689e-08	  6.2554e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3495e-04	  7.6408e-02	  5.8490e-06	  2.4957e-02	  3.1517e-03	  3.1517e-03	     -0.1868	      0.0000	      7.8395	     -0.5339	      1.1473	      0.0000	      0.3993	  1.0158e-01	  1.5758e-03	  1.0000e+00	 -3.0707e-06	  1.0005e-01	  4.8633e-05	  9.9951e-02	 -4.8643e-05	  9.6957e-02	 -3.0433e-03	  2.8080e+06	
           1	  2.8116e+06	         781	      6.7551	    -2.93863	   0.0210305	 1.40755e-10	 1.26343e-08	  6.2552e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3503e-04	  7.6408e-02	  5.8450e-06	  2.4956e-02	  3.1517e-03	  3.1517e-03	     -0.1859	      0.0000	      7.8393	     -0.5333	      1.1460	      0.0000	      0.3996	  1.0158e-01	  1.5760e-03	  1.0000e+00	 -3.0733e-06	  1.0005e-01	  4.8708e-05	  9.9951e-02	 -4.8719e-05	  9.6957e-02	 -3.0430e-03	  2.8116e+06	
           1	  2.8152e+06	         782	     6.75508	    -2.93865	   0.0210307	 1.42039e-10	 1.27495e-08	  6.2554e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3494e-04	  7.6408e-02	  5.8493e-06	  2.4957e-02	  3.1517e-03	  3.1517e-03	     -0.2338	      0.0000	      7.8395	     -0.5336	      1.1000	      0.0000	      0.3993	  1.0158e-01	  1.5758e-03	  1.0000e+00	 -3.0779e-06	  1.0005e-01	  4.8663e-05	  9.9951e-02	 -4.8673e-05	  9.6957e-02	 -3.0432e-03	  2.8152e+06	
           1	  2.8188e+06	         783	     6.75511	    -2.93863	   0.0210304	 1.43691e-10	 1.28978e-08	  6.2551e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3504e-04	  7.6408e-02	  5.8442e-06	  2.4956e-02	  3.1517e-03	  3.1517e-03	     -0.1852	      0.0000	      7.8392	     -0.5329	      1.1460	      0.0000	      0.3997	  1.0158e-01	  1.5761e-03	  1.0000e+00	 -3.0804e-06	  1.0005e-01	  4.8744e-05	  9.9951e-02	 -4.8754e-05	  9.6957e-02	 -3.0429e-03	  2.8188e+06	
           1	  2.8224e+06	         784	     6.75512	    -2.93863	   0.0210303	 1.40697e-10	 1.26291e-08	  6.2550e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3507e-04	  7.6408e-02	  5.8427e-06	  2.4956e-02	  3.1517e-03	  3.1517e-03	     -0.1859	      0.0000	      7.8391	     -0.5326	      1.1444	      0.0000	      0.3998	  1.0158e-01	  1.5762e-03	  1.0000e+00	 -3.0837e-06	  1.0005e-01	  4.8778e-05	  9.9951e-02	 -4.8788e-05	  9.6957e-02	 -3.0427e-03	  2.8224e+06	
           1	   2.826e+06	         785	     6.75512	    -2.93863	   0.0210302	 1.41864e-10	 1.27339e-08	  6.2550e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3509e-04	  7.6408e-02	  5.8419e-06	  2.4956e-02	  3.1517e-03	  3.1517e-03	     -0.1857	     -0.0000	      7.8391	     -0.5324	      1.1441	      0.0000	      0.3998	  1.0158e-01	  1.5762e-03	  1.0000e+00	 -3.0872e-06	  1.0005e-01	  4.8802e-05	  9.9951e-02	 -4.8812e-05	  9.6957e-02	 -3.0426e-03	  2.8260e+06	
           1	  2.8296e+06	         786	     6.75512	    -2.93864	   0.0210302	 1.40932e-10	 1.26502e-08	  6.2550e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3507e-04	  7.6408e-02	  5.8427e-06	  2.4956e-02	  3.1517e-03	  3.1517e-03	     -0.1844	      0.0000	      7.8391	     -0.5323	      1.1456	      0.0000	      0.3998	  1.0158e-01	  1.5762e-03	  1.0000e+00	 -3.0910e-06	  1.0005e-01	  4.8806e-05	  9.9951e-02	 -4.8816e-05	  9.6957e-02	 -3.0426e-03	  2.8296e+06	
           1	  2.8332e+06	         787	     6.75513	    -2.93863	     0.02103	  1.4177e-10	 1.27254e-08	  6.2549e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3511e-04	  7.6408e-02	  5.8408e-06	  2.4956e-02	  3.1517e-03	  3.1517e-03	     -0.2421	     -0.0000	      7.8390	     -0.5319	      1.0868	      0.0000	      0.3999	  1.0158e-01	  1.5763e-03	  1.0000e+00	 -3.0941e-06	  1.0005e-01	  4.8849e-05	  9.9951e-02	 -4.8858e-05	  9.6958e-02	 -3.0424e-03	  2.8332e+06	
           1	  2.8368e+06	         788	     6.75514	    -2.93863	   0.0210299	  1.3966e-10	  1.2536e-08	  6.2548e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3514e-04	  7.6408e-02	  5.8392e-06	  2.4955e-02	  3.1517e-03	  3.1517e-03	     -0.2353	      0.0000	      7.8389	     -0.5316	      1.0927	      0.0000	      0.4000	  1.0158e-01	  1.5764e-03	  1.0000e+00	 -3.0975e-06	  1.0005e-01	  4.8881e-05	  9.9951e-02	 -4.8890e-05	  9.6958e-02	 -3.0423e-03	  2.8368e+06	
           1	  2.8404e+06	         789	     6.75514	    -2.93863	   0.0210299	 1.43535e-10	 1.28839e-08	  6.2548e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3514e-04	  7.6408e-02	  5.8395e-06	  2.4955e-02	  3.1517e-03	  3.1517e-03	     -0.1843	      0.0000	      7.8389	     -0.5316	      1.1437	      0.0000	      0.4000	  1.0158e-01	  1.5764e-03	  1.0000e+00	 -3.1013e-06	  1.0005e-01	  4.8885e-05	  9.9951e-02	 -4.8895e-05	  9.6958e-02	 -3.0423e-03	  2.8404e+06	
           1	   2.844e+06	         790	     6.75516	    -2.93862	   0.0210297	 1.43337e-10	 1.28661e-08	  6.2546e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3519e-04	  7.6408e-02	  5.8368e-06	  2.4955e-02	  3.1517e-03	  3.1517e-03	     -0.2370	      0.0000	      7.8388	     -0.5311	      1.0895	      0.0000	      0.4002	  1.0158e-01	  1.5766e-03	  1.0000e+00	 -3.1042e-06	  1.0005e-01	  4.8940e-05	  9.9951e-02	 -4.8950e-05	  9.6958e-02	 -3.0421e-03	  2.8440e+06	
           1	  2.8476e+06	         791	     6.75516	    -2.93862	   0.0210296	 1.42584e-10	 1.27985e-08	  6.2546e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3520e-04	  7.6408e-02	  5.8364e-06	  2.4955e-02	  3.1517e-03	  3.1517e-03	     -0.1839	      0.0000	      7.8387	     -0.5309	      1.1422	      0.0000	      0.4002	  1.0158e-01	  1.5766e-03	  1.0000e+00	 -3.1078e-06	  1.0005e-01	  4.8958e-05	  9.9951e-02	 -4.8968e-05	  9.6958e-02	 -3.0420e-03	  2.8476e+06	
           1	  2.8512e+06	         792	     6.75517	    -2.93862	   0.0210295	 1.44232e-10	 1.29464e-08	  6.2545e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3522e-04	  7.6408e-02	  5.8353e-06	  2.4955e-02	  3.1517e-03	  3.1517e-03	     -0.1846	      0.0000	      7.8387	     -0.5306	      1.1409	      0.0000	      0.4003	  1.0158e-01	  1.5767e-03	  1.0000e+00	 -3.1112e-06	  1.0005e-01	  4.8985e-05	  9.9951e-02	 -4.8995e-05	  9.6958e-02	 -3.0419e-03	  2.8512e+06	
           1	  2.8548e+06	         793	     6.75517	    -2.93862	   0.0210294	 1.41187e-10	 1.26731e-08	  6.2545e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3523e-04	  7.6408e-02	  5.8350e-06	  2.4954e-02	  3.1517e-03	  3.1517e-03	     -0.1839	      0.0000	      7.8386	     -0.5305	      1.1413	      0.0000	      0.4003	  1.0158e-01	  1.5767e-03	  1.0000e+00	 -3.1147e-06	  1.0005e-01	  4.9004e-05	  9.9951e-02	 -4.9014e-05	  9.6958e-02	 -3.0418e-03	  2.8548e+06	
           1	  2.8584e+06	         794	      6.7552	    -2.93861	   0.0210292	 1.40636e-10	 1.26236e-08	  6.2542e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3533e-04	  7.6408e-02	  5.8302e-06	  2.4954e-02	  3.1517e-03	  3.1517e-03	     -0.1816	      0.0000	      7.8384	     -0.5297	      1.1410	      0.0000	      0.4006	  1.0158e-01	  1.5770e-03	  1.0000e+00	 -3.1172e-06	  1.0005e-01	  4.9089e-05	  9.9951e-02	 -4.9099e-05	  9.6959e-02	 -3.0414e-03	  2.8584e+06	
           1	   2.862e+06	         795	      6.7552	    -2.93861	   0.0210291	 1.40845e-10	 1.26424e-08	  6.2542e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3531e-04	  7.6408e-02	  5.8309e-06	  2.4954e-02	  3.1517e-03	  3.1517e-03	     -0.2103	      0.0000	      7.8384	     -0.5297	      1.1125	      0.0000	      0.4006	  1.0158e-01	  1.5770e-03	  1.0000e+00	 -3.1209e-06	  1.0005e-01	  4.9093e-05	  9.9951e-02	 -4.9103e-05	  9.6959e-02	 -3.0414e-03	  2.8620e+06	
           1	  2.8656e+06	         796	      6.7552	    -2.93861	   0.0210291	 1.40565e-10	 1.26173e-08	  6.2542e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3532e-04	  7.6408e-02	  5.8303e-06	  2.4954e-02	  3.1517e-03	  3.1517e-03	     -0.1987	      0.0000	      7.8384	     -0.5295	      1.1237	      0.0000	      0.4006	  1.0158e-01	  1.5770e-03	  1.0000e+00	 -3.1246e-06	  1.0005e-01	  4.9107e-05	  9.9951e-02	 -4.9117e-05	  9.6959e-02	 -3.0414e-03	  2.8656e+06	
           1	  2.8692e+06	         797	     6.75521	    -2.93861	   0.0210289	 1.39789e-10	 1.25476e-08	  6.2541e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3537e-04	  7.6408e-02	  5.8279e-06	  2.4953e-02	  3.1517e-03	  3.1517e-03	     -0.1831	      0.0000	      7.8382	     -0.5290	      1.1379	      0.0000	      0.4008	  1.0158e-01	  1.5772e-03	  1.0000e+00	 -3.1275e-06	  1.0005e-01	  4.9162e-05	  9.9951e-02	 -4.9172e-05	  9.6959e-02	 -3.0411e-03	  2.8692e+06	
